date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,sold_quantity
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",France,E-Commerce,Direct,70011194,"Atliq e Store",62
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",285
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",179
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002002,Croma,193
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002003,Ezone,175
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002005,Lotus,351
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002006,Viveks,247
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002007,Girias,67
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",210
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,168
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002014,Expression,198
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002015,Propel,393
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,E-Commerce,Direct,70002018,"Atliq e Store",376
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,E-Commerce,Retailer,90002009,Flipkart,204
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",India,E-Commerce,Retailer,90002010,Ebay,85
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",142
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",162
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",140
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Direct,70013125,"AltiQ Exclusive",17
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013117,Euronics,7
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013118,Fnac-Darty,10
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",16
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013121,Boulanger,17
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",10
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013123,Expert,9
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Italy,E-Commerce,Direct,70013126,"Atliq e Store",4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,"Brick & Mortar",Direct,70006157,"AltiQ Exclusive",49
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,"Brick & Mortar",Distributor,80006154,Synthetic,280
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,"Brick & Mortar",Distributor,80006155,Novus,75
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,"Brick & Mortar",Retailer,90006153,Insight,58
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Philiphines,E-Commerce,Direct,70006158,"Atliq e Store",43
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Direct,70016177,"AltiQ Exclusive",10
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016171,"Electricalsara Stores",6
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016173,Expert,4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016174,"Currys (Dixons Carphone)",2
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016175,"Argos (Sainsbury's)",4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",Poland,E-Commerce,Direct,70016178,"Atliq e Store",6
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD","South Korea","Brick & Mortar",Direct,70007198,"AltiQ Exclusive",173
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD","South Korea","Brick & Mortar",Distributor,80007195,Sage,1196
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD","South Korea",E-Commerce,Direct,70007199,"Atliq e Store",64
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD","South Korea",E-Commerce,Retailer,90007197,Amazon,85
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022071,"Acclaimed Stores",117
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022073,Control,205
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022075,BestBuy,28
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022077,"Radio Shack",235
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022078,Costco,204
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022079,walmart,233
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Direct,70022085,"Atliq e Store",214
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Retailer,90022074,Flipkart,229
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Retailer,90022081,Amazon,189
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Retailer,90022082,Amazon,79
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160101,"AQ Digit SSD",USA,E-Commerce,Retailer,90022083,Ebay,69
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,"Brick & Mortar",Direct,70008169,"AltiQ Exclusive",92
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,"Brick & Mortar",Retailer,90008165,"Forward Stores",31
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,"Brick & Mortar",Retailer,90008166,Sound,82
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,"Brick & Mortar",Retailer,90008167,Electricalsocity,72
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Australia,E-Commerce,Direct,70008170,"Atliq e Store",95
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Brazil,E-Commerce,Retailer,90027207,Amazon,71
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Direct,70023031,"AltiQ Exclusive",7
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023022,"Nomad Stores",29
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023025,"Premium Stores",35
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023026,Relief,15
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023027,Costco,35
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,"Brick & Mortar",Retailer,90023029,Staples,8
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,E-Commerce,Retailer,90023023,Amazon,18
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Canada,E-Commerce,Retailer,90023030,Amazon,15
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",China,"Brick & Mortar",Distributor,80001019,Neptune,99
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",China,E-Commerce,Retailer,90001021,Taobao,27
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Direct,70011193,"AltiQ Exclusive",47
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011185,"Epic Stores",52
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011186,Elite,19
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011187,"Chip 7",73
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011189,UniEuro,75
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011190,"Media Markt",19
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,"Brick & Mortar",Retailer,90011191,Sorefoz,26
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",France,E-Commerce,Direct,70011194,"Atliq e Store",40
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",296
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",346
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002002,Croma,318
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002003,Ezone,213
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002005,Lotus,491
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002006,Viveks,530
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002007,Girias,434
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",432
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,296
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002014,Expression,235
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,"Brick & Mortar",Retailer,90002015,Propel,386
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,E-Commerce,Direct,70002018,"Atliq e Store",446
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,E-Commerce,Retailer,90002009,Flipkart,469
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",India,E-Commerce,Retailer,90002010,Ebay,339
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",33
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",153
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",89
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Direct,70013125,"AltiQ Exclusive",12
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013117,Euronics,16
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013118,Fnac-Darty,23
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",7
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013121,Boulanger,8
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",24
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,"Brick & Mortar",Retailer,90013123,Expert,19
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Italy,E-Commerce,Direct,70013126,"Atliq e Store",17
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,"Brick & Mortar",Direct,70006157,"AltiQ Exclusive",52
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,"Brick & Mortar",Distributor,80006154,Synthetic,192
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,"Brick & Mortar",Distributor,80006155,Novus,193
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,"Brick & Mortar",Retailer,90006153,Insight,39
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Philiphines,E-Commerce,Direct,70006158,"Atliq e Store",30
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Direct,70016177,"AltiQ Exclusive",10
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016171,"Electricalsara Stores",9
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016173,Expert,6
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016174,"Currys (Dixons Carphone)",9
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,"Brick & Mortar",Retailer,90016175,"Argos (Sainsbury's)",4
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",Poland,E-Commerce,Direct,70016178,"Atliq e Store",2
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD","South Korea","Brick & Mortar",Direct,70007198,"AltiQ Exclusive",93
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD","South Korea","Brick & Mortar",Distributor,80007195,Sage,223
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD","South Korea",E-Commerce,Direct,70007199,"Atliq e Store",259
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD","South Korea",E-Commerce,Retailer,90007197,Amazon,215
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022071,"Acclaimed Stores",249
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022073,Control,231
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022075,BestBuy,99
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022077,"Radio Shack",206
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022078,Costco,199
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,"Brick & Mortar",Retailer,90022079,walmart,44
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Direct,70022085,"Atliq e Store",118
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Retailer,90022074,Flipkart,280
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Retailer,90022081,Amazon,433
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Retailer,90022082,Amazon,201
"2017-09-01 00:00:00","N & S","External Solid State Drives",A6218160102,"AQ Digit SSD",USA,E-Commerce,Retailer,90022083,Ebay,190
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,"Brick & Mortar",Direct,70008169,"AltiQ Exclusive",79
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,"Brick & Mortar",Retailer,90008165,"Forward Stores",66
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,"Brick & Mortar",Retailer,90008166,Sound,39
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,"Brick & Mortar",Retailer,90008167,Electricalsocity,241
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Australia,E-Commerce,Direct,70008170,"Atliq e Store",150
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Brazil,E-Commerce,Retailer,90027207,Amazon,20
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Direct,70023031,"AltiQ Exclusive",12
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023022,"Nomad Stores",50
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023025,"Premium Stores",44
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023026,Relief,64
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023027,Costco,44
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,"Brick & Mortar",Retailer,90023029,Staples,55
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,E-Commerce,Retailer,90023023,Amazon,32
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Canada,E-Commerce,Retailer,90023030,Amazon,18
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",China,"Brick & Mortar",Distributor,80001019,Neptune,132
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",China,E-Commerce,Retailer,90001021,Taobao,25
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Direct,70011193,"AltiQ Exclusive",94
